99501,0
99502,0
99503,0
99504,0
99505,0
99506,0
99507,0
99508,0
99509,0
99510,0
99511,0
99513,0
99514,0
99515,0
99516,0
99517,0
99518,0
99519,0
99520,0
99521,0
99522,0
99523,0
99524,0
99529,0
99530,0
99540,0
99546,0
99547,0.03
99548,0
99549,0
99550,0
99551,0
99552,0
99553,0
99554,0.04
99555,0.05
99556,0.03
99557,0.02
99558,0
99559,0.06
99561,0.02
99563,0.03
99564,0
99565,0
99566,0
99567,0
99568,0.03
99569,0.05
99571,0
99572,0.03
99573,0
99574,0.06
99575,0
99576,0.06
99577,0
99578,0.02
99579,0
99580,0
99581,0.04
99583,0.03
99585,0.04
99586,0
99587,0
99588,0
99589,0
99590,0
99591,0.035
99599,0
99602,0
99603,0.075
99604,0.04
99605,0.03
99606,0
99607,0
99608,0
99609,0.03
99610,0.03
99611,0.06
99612,0.06
99613,0
99614,0
99615,0.07
99619,0.07
99620,0.03
99621,0.05
99622,0
99623,0
99624,0.03
99625,0
99626,0
99627,0
99628,0.02
99629,0.03
99630,0.04
99631,0.03
99632,0.03
99633,0
99634,0.05
99635,0.06
99636,0
99637,0.06
99638,0
99639,0.03
99640,0
99641,0.04
99643,0.03
99644,0.03
99645,0
99647,0
99648,0
99649,0
99650,0.04
99651,0
99652,0.03
99653,0
99654,0
99655,0.03
99656,0
99657,0
99658,0.03
99659,0
99660,0.035
99661,0.04
99662,0.06
99663,0.05
99664,0.03
99665,0
99666,0.04
99667,0
99668,0
99669,0.03
99670,0
99671,0.03
99672,0.03
99674,0
99675,0
99676,0
99677,0.06
99678,0.02
99679,0.06
99680,0.06
99681,0
99682,0.03
99683,0
99684,0.05
99685,0.03
99686,0
99687,0.03
99688,0
99689,0.05
99690,0.06
99691,0
99692,0.03
99693,0
99694,0.03
99695,0
99697,0.07
99701,0
99702,0
99703,0
99704,0.06
99705,0
99706,0
99707,0
99708,0
99709,0
99710,0
99711,0.05
99712,0
99714,0
99716,0
99720,0
99721,0
99722,0
99723,0
99724,0
99725,0
99726,0
99727,0.06
99729,0
99730,0
99731,0
99732,0
99733,0
99734,0
99736,0.03
99737,0
99738,0
99739,0.03
99740,0.03
99741,0.03
99742,0.03
99743,0
99744,0.04
99745,0
99746,0
99747,0
99748,0
99749,0.03
99750,0.02
99751,0
99752,0.06
99753,0.02
99754,0
99755,0
99756,0
99757,0
99758,0
99759,0
99760,0.04
99761,0
99762,0.05
99763,0.04
99764,0
99765,0
99766,0.03
99767,0
99768,0
99769,0
99770,0.065
99771,0
99772,0.03
99773,0.02
99774,0
99775,0
99776,0
99777,0.02
99778,0.03
99780,0
99781,0
99782,0
99783,0.03
99784,0.01
99785,0.03
99786,0.03
99788,0.03
99789,0
99791,0
99801,0.05
99802,0.05
99803,0.05
99811,0.05
99812,0.05
99820,0.03
99821,0.05
99824,0.05
99825,0
99826,0.03
99827,0.04
99829,0.065
99830,0.05
99832,0.04
99833,0.06
99835,0.05
99836,0.05
99840,0.03
99841,0.02
99850,0.05
99901,0.065
99903,0.065
99918,0.065
99919,0.065
99921,0.05
99922,0.06
99923,0
99925,0.065
99926,0
99927,0
99928,0.025
99929,0.07
99950,0.065
ZipCode,EstimatedCombinedRate
